_id,name,brand,category,uni_code,box_quantity,price,quantity,stock_item,__v,spent,barcodes[0],barcodes[1],suppliers[0],suppliers[1],suppliers[2],barcode[0],barcode[1],volume,volume_unity,tax
66f448d35ba08fb3b6cf55b6,Suporte Garfo Rolo de Pintura,Atlas,Ferramenta,23cm,,18.25,0,false,0,0,,,,,,,,,,
66f469725ba08fb3b6cf6e63,Wash Primer,Farben,Outras,517.600,,140.7,15,false,0,4,,,66674e5912dbd4d908e415af,,,,,3.6,l,
66f469be5ba08fb3b6cf6e6a,Catalisador Wash Primer,Farben,Outras,577.000,,29.7775,62,false,0,6,,,66674e5912dbd4d908e415af,,,,,900,ml,
66fab9775145464d10e6ee89,Mangueira de Água ,Ibirá,Outras,"1/2""",,7.65,0,false,0,0,,,669a95e1bde8fadf674c3690,,,,,1,m,
66fda69d5145464d10eff14c,Parafuso Torx Inox,Furgão,Outras,"3/8""",,,161,false,0,0,,,66f310e75ba08fb3b6cd09d1,,,,,1,un,
66fee7f15145464d10f2a662,Pacote Papel Higiênico,POP,Outras,8un,,47.6,8,false,0,0,,,66c7917ec6f2db25b1a74694,,,,,300,m,
66fee9365145464d10f2ac99,Pacote Papel Toalha Interfolhada Branco,POP,Outras,1000un 23cm x 21cm,,12.5,4,false,0,0,,,66c7917ec6f2db25b1a74694,,,,,,,
670407ec5145464d10f8c629,Regulador de Pressão ,Vortex,Outras,"1/2"" RE40-04",,54.89,36,false,0,0,,,,,,,,,,
670686fb607ddce94cc83570,Pistola Pintura ,WWSoldas,Outras,1.4mm ,,100,2,false,0,0,,,,,,,,,,
67068792607ddce94cc83e7b,Manguito,Pro Tour,Epi,M,,15.92,2,false,0,2,,,666824e08c8e77b54bf64798,,,,,,,
670687b4607ddce94cc83ed6,Manguito ,Pro Tour,Epi,G ,,15.92,2,false,0,1,,,666824e08c8e77b54bf64798,,,,,,,
670687c6607ddce94cc83f09,Manguito,Pro Tour,Epi,GG,,15.92,3,false,0,0,,,666824e08c8e77b54bf64798,,,,,,,
67068bbc607ddce94cc8666a,Bit T-30,King Tony,Outras,32mm 5/16,20,5.1,26,false,0,0,,,67068c43607ddce94cc868bd,671a874f2de7c77f6fc84abb,,,,,,
670827ac607ddce94ccd4bb7,Pigmento Flourescente Verde,Saturn,Pigmento,,,50,2,true,0,0,,,,,,,,100,g,
67090718607ddce94ccf900e,Primer PU Fast Dry,Farben,Outras,513.540,,146.41,13,false,0,3,,,66674e5912dbd4d908e415af,,,,,3.6,l,
670d6601607ddce94cd944ac,Adesivo Vinil King Blue,Oracal,Outras,651 #049 126mm,,58,10.5,true,0,0,,,669aad73bde8fadf674c78dc,,,,,1,m,
